video_id,video_name,camera_name,window_start_sec,window_end_sec,representative_frame_id,representative_frame_name,representative_frame_path,max_confidence,avg_confidence,object_count,fire_smoke_ratio,bbox_area_ratio,detection_density_5s,detection_density_10s,avg_confidence_5s,consecutive_fire_ratio,bbox_area_growth,brightness,blur_score,motion_level,transmission_decision
3,cam03_smoke.mp4,cam03,5,10,868,cam03_frame_263.jpg,video_pipeline/output/saved_frames/cam03_frame_263.jpg,0.557175,0.3750070167785235,2.302013422818792,1.0,0.6183450854069086,2.2889556222889555,2.4257590924257597,0.3750070167785235,0.9943276609943276,0.0420487679713927,123.03324161073826,1097.7386845637584,11.3976788590604,DROP
3,cam03_smoke.mp4,cam03,6,11,868,cam03_frame_263.jpg,video_pipeline/output/saved_frames/cam03_frame_263.jpg,0.557175,0.3855926977777777,1.9666666666666663,1.0,0.6342577299326697,1.9686353019686356,2.3189856523189856,0.3855926977777777,1.001001001001001,0.1759294747851634,119.92868,1012.3577866666664,10.474444573333331,DROP
3,cam03_smoke.mp4,cam03,7,12,868,cam03_frame_263.jpg,video_pipeline/output/saved_frames/cam03_frame_263.jpg,0.557175,0.3805686977777778,1.9933333333333332,1.0,0.6394175993462138,1.9953286619953288,2.278945612278945,0.3805686977777778,1.001001001001001,-0.0090284382535458,117.59392666666666,896.4962600000001,10.187132506666666,DROP
3,cam03_smoke.mp4,cam03,8,13,868,cam03_frame_263.jpg,video_pipeline/output/saved_frames/cam03_frame_263.jpg,0.557175,0.3794634388888889,1.98,1.0,0.6394175993462138,1.9819819819819824,2.1621621621621623,0.3794634388888889,1.001001001001001,0.0358070320388935,117.57804,872.7354533333333,9.987412573333332,DROP
3,cam03_smoke.mp4,cam03,9,14,993,cam03_frame_388.jpg,video_pipeline/output/saved_frames/cam03_frame_388.jpg,0.50417,0.3640543911111111,1.96,1.0,0.6746334357874707,1.961961961961962,1.9986653319986651,0.3640543911111111,1.001001001001001,-0.1311941034777181,118.54071333333331,880.8953200000001,10.75151064,DROP
4,cam04_wildfire.mp4,cam04,0,5,1058,cam04_frame_6.jpg,video_pipeline/output/saved_frames/cam04_frame_6.jpg,0.715793,0.4041567471576227,2.891472868217054,0.9785522788203752,0.8305746092664931,2.489155822489156,1.244577911244578,0.4041567471576227,0.8408408408408409,-0.989998637240526,107.63177286821706,280.6986434108527,7.35734341627907,SEND_METADATA
4,cam04_wildfire.mp4,cam04,1,6,1102,cam04_frame_50.jpg,video_pipeline/output/saved_frames/cam04_frame_50.jpg,0.644162,0.3817448589869281,2.343137254901961,0.9581589958158996,0.8305746092664931,1.5949282615949285,1.2512512512512513,0.3817448589869281,0.647313980647314,-0.9892224179760712,106.50489803921567,255.59186274509807,7.388078634313724,DROP
4,cam04_wildfire.mp4,cam04,2,7,1117,cam04_frame_65.jpg,video_pipeline/output/saved_frames/cam04_frame_65.jpg,0.627291,0.3671706747685185,1.7638888888888888,0.952755905511811,0.6535254441796875,0.8475141808475142,1.2512512512512513,0.3671706747685185,0.4471137804471138,-0.9854889132892664,105.6945361111111,225.1107638888889,7.144428718055555,DROP
4,cam04_wildfire.mp4,cam04,3,8,1149,cam04_frame_97.jpg,video_pipeline/output/saved_frames/cam04_frame_97.jpg,0.497315,0.3409476785714285,1.3095238095238095,0.9090909090909092,0.5895051029188367,0.3670337003670337,1.2512512512512513,0.3409476785714285,0.2469135802469136,-0.985047234233664,102.59794285714288,202.82892857142863,7.22565635,DROP
4,cam04_wildfire.mp4,cam04,4,9,1181,cam04_frame_149.jpg,video_pipeline/output/saved_frames/cam04_frame_149.jpg,0.371649,0.2835770833333333,1.0,0.5833333333333334,0.5501569016948785,0.08008008008008,1.2512512512512513,0.2835770833333333,0.0467133800467133,-0.9829826028943416,95.14421666666664,176.50658333333334,8.25143645,DROP
4,cam04_wildfire.mp4,cam04,5,10,1184,cam04_frame_275.jpg,video_pipeline/output/saved_frames/cam04_frame_275.jpg,0.820459,0.4730424660544092,19.703703703703702,0.3383458646616541,0.7210290157552084,3.550216883550217,3.0196863530196865,0.4730424660544092,0.1668335001668335,3.0,100.65521851851852,456.6404814814815,6.14299962962963,SEND_METADATA
4,cam04_wildfire.mp4,cam04,6,11,1238,cam04_frame_329.jpg,video_pipeline/output/saved_frames/cam04_frame_329.jpg,0.860641,0.4979182002346184,22.272727272727277,0.3893877551020408,0.7210290157552084,8.174841508174842,4.884884884884885,0.4979182002346184,0.3670337003670337,0.3250851610096801,101.82750909090907,525.7676727272727,5.4131692727272736,SEND_METADATA
4,cam04_wildfire.mp4,cam04,7,12,1249,cam04_frame_340.jpg,video_pipeline/output/saved_frames/cam04_frame_340.jpg,0.909568,0.5179670420191645,22.27058823529412,0.4094030639197041,0.7210290157552084,12.632632632632632,6.740073406740073,0.5179670420191645,0.5672339005672339,0.3225855526922202,102.32124705882352,536.8538941176471,5.156067117647059,SEND_METADATA
4,cam04_wildfire.mp4,cam04,8,13,1249,cam04_frame_340.jpg,video_pipeline/output/saved_frames/cam04_frame_340.jpg,0.909568,0.5135480087355233,22.51304347826087,0.4086519891850135,0.7210290157552084,17.27727727727728,8.822155488822156,0.5135480087355233,0.7674341007674341,0.2271562017493832,102.72541739130436,530.9531565217391,4.990403086956522,SEND_METADATA
4,cam04_wildfire.mp4,cam04,9,14,1249,cam04_frame_340.jpg,video_pipeline/output/saved_frames/cam04_frame_340.jpg,0.909568,0.5125332959484953,21.620689655172413,0.410207336523126,0.7210290157552084,20.92092092092092,10.5005005005005,0.5125332959484953,0.9676343009676344,0.1839499691352923,102.95970344827586,515.9605034482759,4.847877620689656,SEND_METADATA
4,cam04_wildfire.mp4,cam04,10,15,1249,cam04_frame_340.jpg,video_pipeline/output/saved_frames/cam04_frame_340.jpg,0.909568,0.5166064956178186,20.926666666666662,0.4237018158649251,0.7105220725911457,20.94761428094761,12.248915582248916,0.5166064956178186,1.001001001001001,-0.1114647101783622,103.61288666666664,500.5668866666666,4.5883256333333335,SEND_METADATA
4,cam04_wildfire.mp4,cam04,11,16,1249,cam04_frame_340.jpg,video_pipeline/output/saved_frames/cam04_frame_340.jpg,0.909568,0.5216554131303947,19.826666666666668,0.417955615332885,0.6992257603515626,19.846513179846514,14.010677344010675,0.5216554131303947,1.001001001001001,-0.0114215578595502,104.43496,472.87736,4.630359346666667,SEND_METADATA
4,cam04_wildfire.mp4,cam04,12,17,1272,cam04_frame_363.jpg,video_pipeline/output/saved_frames/cam04_frame_363.jpg,0.89997,0.5026492452925954,17.946666666666665,0.4056463595839524,0.6992257603515626,17.964631297964633,15.298631965298632,0.5026492452925954,1.001001001001001,-0.4933833358782861,103.65762266666668,425.64237333333335,4.99789496,SEND_METADATA
4,cam04_wildfire.mp4,cam04,13,18,1377,cam04_frame_468.jpg,video_pipeline/output/saved_frames/cam04_frame_468.jpg,0.861555,0.4783252812951095,14.066666666666666,0.4199052132701422,0.6992257603515626,14.080747414080747,15.679012345679013,0.4783252812951095,1.001001001001001,-0.1641231644852337,100.52591866666668,362.25808,4.948020406666667,SEND_METADATA
4,cam04_wildfire.mp4,cam04,14,19,1377,cam04_frame_468.jpg,video_pipeline/output/saved_frames/cam04_frame_468.jpg,0.861555,0.4578242993532431,11.213333333333331,0.4453032104637336,0.6992257603515626,11.224557891224558,16.07273940607274,0.4578242993532431,1.001001001001001,-0.1490660314674326,97.12804133333334,311.28488000000004,4.76446868,SEND_METADATA
4,cam04_wildfire.mp4,cam04,15,20,1377,cam04_frame_468.jpg,video_pipeline/output/saved_frames/cam04_frame_468.jpg,0.861555,0.4433352058180653,8.34,0.486810551558753,0.6992257603515626,8.348348348348349,14.647981314647982,0.4433352058180653,1.001001001001001,-0.222335981211975,93.141186,264.0095533333333,4.393824713333333,SEND_METADATA
4,cam04_wildfire.mp4,cam04,16,21,1397,cam04_frame_488.jpg,video_pipeline/output/saved_frames/cam04_frame_488.jpg,0.841007,0.4310870576648115,5.306666666666667,0.5954773869346733,0.6711540352647569,5.311978645311979,12.579245912579246,0.4310870576648115,1.001001001001001,-0.2249912874923443,88.89797800000001,211.47138,3.728095519333333,SEND_METADATA
4,cam04_wildfire.mp4,cam04,17,22,1460,cam04_frame_551.jpg,video_pipeline/output/saved_frames/cam04_frame_551.jpg,0.581397,0.4347733505555555,3.3666666666666667,0.8356435643564356,0.5504300515407987,3.3700367033700367,10.667334000667337,0.4347733505555555,1.001001001001001,0.5630493667260459,86.161184,184.97755333333333,2.815598046,DROP
4,cam04_wildfire.mp4,cam04,18,23,1593,cam04_frame_684.jpg,video_pipeline/output/saved_frames/cam04_frame_684.jpg,0.670492,0.4555064173809522,3.826666666666666,0.9198606271777005,0.5537605194444444,3.8304971638304974,8.955622288955622,0.4555064173809522,1.001001001001001,0.0908126413028289,85.88162599999998,207.45209333333327,2.630136526,SEND_METADATA
4,cam04_wildfire.mp4,cam04,19,24,1606,cam04_frame_697.jpg,video_pipeline/output/saved_frames/cam04_frame_697.jpg,0.672292,0.4594824142698413,4.1866666666666665,0.9347133757961784,0.6995322017578126,4.190857524190858,7.707707707707708,0.4594824142698413,1.001001001001001,0.3732350877915579,86.51704000000001,226.6227266666667,2.655560006,SEND_METADATA
4,cam04_wildfire.mp4,cam04,20,25,1654,cam04_frame_745.jpg,video_pipeline/output/saved_frames/cam04_frame_745.jpg,0.769834,0.4719254801825397,4.633333333333334,0.925179856115108,0.7782428103732638,4.637971304637971,6.4931598264931605,0.4719254801825397,1.001001001001001,0.4071477996873856,88.269062,243.25599333333335,2.774435399333333,SEND_METADATA
4,cam04_wildfire.mp4,cam04,21,26,1671,cam04_frame_762.jpg,video_pipeline/output/saved_frames/cam04_frame_762.jpg,0.796023,0.4824270253253968,5.18,0.9137709137709138,0.7782428103732638,5.185185185185185,5.248581915248582,0.4824270253253968,1.001001001001001,0.383020789491683,90.748846,262.99533999999994,3.045997073333334,SEND_METADATA
4,cam04_wildfire.mp4,cam04,22,27,1714,cam04_frame_805.jpg,video_pipeline/output/saved_frames/cam04_frame_805.jpg,0.805182,0.4928282021699967,6.573333333333333,0.808316430020284,0.7782428103732638,6.579913246579913,4.974974974974975,0.4928282021699967,1.001001001001001,0.1194135576735883,97.87339533333336,333.59314666666666,3.925762146666666,SEND_METADATA
4,cam04_wildfire.mp4,cam04,23,28,1722,cam04_frame_813.jpg,video_pipeline/output/saved_frames/cam04_frame_813.jpg,0.808732,0.4956269600912698,8.02,0.6899418121363259,0.7782428103732638,8.028028028028029,5.929262595929263,0.4956269600912698,1.001001001001001,0.0667160999377261,105.85097733333336,411.42353333333335,4.070815086666666,SEND_METADATA
4,cam04_wildfire.mp4,cam04,24,29,1722,cam04_frame_813.jpg,video_pipeline/output/saved_frames/cam04_frame_813.jpg,0.808732,0.5173633497072095,9.153333333333334,0.6365622723962127,0.7782428103732638,9.162495829162497,6.676676676676677,0.5173633497072095,1.001001001001001,-0.1996397610513818,113.35758733333331,483.22334,4.097674466666668,SEND_METADATA
4,cam04_wildfire.mp4,cam04,25,30,1806,cam04_frame_897.jpg,video_pipeline/output/saved_frames/cam04_frame_897.jpg,0.837424,0.5271542203500665,9.9,0.6154882154882155,0.7759122593315971,9.90990990990991,7.273940607273941,0.5271542203500665,1.001001001001001,-0.1833301495572741,120.28892733333332,544.3837333333333,4.122469173333334,SEND_METADATA
4,cam04_wildfire.mp4,cam04,26,31,1806,cam04_frame_897.jpg,video_pipeline/output/saved_frames/cam04_frame_897.jpg,0.837424,0.5209355666782091,11.373333333333331,0.5650644783118406,0.7928145711263022,11.384718051384718,8.284951618284952,0.5209355666782091,1.001001001001001,0.1569714368397122,126.45972466666667,634.9302266666666,4.280757713333333,SEND_METADATA
4,cam04_wildfire.mp4,cam04,27,32,1806,cam04_frame_897.jpg,video_pipeline/output/saved_frames/cam04_frame_897.jpg,0.837424,0.5127005749620364,11.913333333333334,0.5383324006715166,0.807612244748264,11.92525859192526,9.252585919252589,0.5127005749620364,1.001001001001001,0.1332161493241666,127.87507333333332,673.6684133333333,3.884773133333333,SEND_METADATA
4,cam04_wildfire.mp4,cam04,28,33,1806,cam04_frame_897.jpg,video_pipeline/output/saved_frames/cam04_frame_897.jpg,0.837424,0.506982237160305,11.866666666666667,0.5151685393258427,0.807612244748264,11.878545211878546,9.953286619953287,0.506982237160305,1.001001001001001,0.2388458559105872,127.87921333333333,684.5675266666667,4.67010392,SEND_METADATA
4,cam04_wildfire.mp4,cam04,29,34,1923,cam04_frame_1014.jpg,video_pipeline/output/saved_frames/cam04_frame_1014.jpg,0.893559,0.5021214060229715,12.751677852348994,0.5289473684210526,0.807612244748264,12.679346012679346,10.92092092092092,0.5021214060229715,0.9943276609943276,0.1880626821524018,120.17468322147651,633.5477852348993,5.019531744966442,SEND_FULL
4,cam04_wildfire.mp4,cam04,30,35,1923,cam04_frame_1014.jpg,video_pipeline/output/saved_frames/cam04_frame_1014.jpg,0.893559,0.5109015496815501,13.610738255033556,0.5626232741617357,0.807612244748264,13.533533533533534,11.721721721721725,0.5109015496815501,0.9943276609943276,-0.047849018963651,108.1932932885906,554.4195704697987,4.59608577852349,SEND_FULL
4,cam04_wildfire.mp4,cam04,31,36,1987,cam04_frame_1078.jpg,video_pipeline/output/saved_frames/cam04_frame_1078.jpg,0.930634,0.5237755177595886,14.302013422818792,0.6034725480994838,0.807612244748264,14.220887554220887,12.802802802802804,0.5237755177595886,0.9943276609943276,-0.0449493766207437,96.25090335570472,447.3045100671141,4.054919483221476,SEND_FULL
4,cam04_wildfire.mp4,cam04,32,37,2004,cam04_frame_1095.jpg,video_pipeline/output/saved_frames/cam04_frame_1095.jpg,0.943805,0.5442387166940614,15.416107382550337,0.6451893774488463,0.7628630457465279,15.328661995328662,13.62696029362696,0.5442387166940614,0.9943276609943276,0.1284862027813172,84.22990536912752,337.3546711409396,3.5344242885906043,SEND_FULL
4,cam04_wildfire.mp4,cam04,33,38,2004,cam04_frame_1095.jpg,video_pipeline/output/saved_frames/cam04_frame_1095.jpg,0.943805,0.5659482816189755,16.375838926174495,0.6807377049180328,0.7665955652235243,16.28294961628295,14.080747414080747,0.5659482816189755,0.9943276609943276,-0.2166042004314146,72.50547651006711,221.7044966442953,2.2955050872483223,SEND_FULL
4,cam04_wildfire.mp4,cam04,34,39,2004,cam04_frame_1095.jpg,video_pipeline/output/saved_frames/cam04_frame_1095.jpg,0.943805,0.5834400826048831,16.313333333333333,0.6988148753575807,0.7665955652235243,16.329662996329663,14.504504504504505,0.5834400826048831,1.001001001001001,0.147933102534134,68.661342,179.00274666666664,1.6088000733333334,SEND_FULL
4,cam04_wildfire.mp4,cam04,35,40,2004,cam04_frame_1095.jpg,video_pipeline/output/saved_frames/cam04_frame_1095.jpg,0.943805,0.5779194330226094,16.106666666666666,0.6850165562913907,0.7665955652235243,16.12278945612279,14.828161494828162,0.5779194330226094,1.001001001001001,0.1094871137938244,71.96199466666667,184.70978666666667,2.18978332,SEND_FULL
4,cam04_wildfire.mp4,cam04,36,41,2004,cam04_frame_1095.jpg,video_pipeline/output/saved_frames/cam04_frame_1095.jpg,0.943805,0.5577640115173718,14.326666666666666,0.7068403908794788,0.8591385665039064,14.341007674341007,14.280947614280947,0.5577640115173718,1.001001001001001,-0.068863164730855,82.54797533333334,205.8226133333333,2.9656172000000005,SEND_FULL
4,cam04_wildfire.mp4,cam04,37,42,2034,cam04_frame_1125.jpg,video_pipeline/output/saved_frames/cam04_frame_1125.jpg,0.930557,0.5341223651008075,12.06,0.7390823659480376,0.8591385665039064,12.072072072072071,13.700367033700369,0.5341223651008075,1.001001001001001,-0.1492452801346533,93.05506,224.2970933333333,3.6657202466666674,SEND_FULL
4,cam04_wildfire.mp4,cam04,38,43,2095,cam04_frame_1186.jpg,video_pipeline/output/saved_frames/cam04_frame_1186.jpg,0.922305,0.5111786411618637,10.18,0.7648984937786509,0.8591385665039064,10.19019019019019,13.236569903236571,0.5111786411618637,1.001001001001001,-0.1966003333010606,103.62431933333332,249.07892666666663,4.551751693333333,SEND_FULL
4,cam04_wildfire.mp4,cam04,39,44,2095,cam04_frame_1186.jpg,video_pipeline/output/saved_frames/cam04_frame_1186.jpg,0.922305,0.4748954505822652,8.733333333333333,0.7763358778625954,0.8591385665039064,8.742075408742076,12.535869202535867,0.4748954505822652,1.001001001001001,0.0439762164164851,114.357072,286.9927533333333,5.459076633333333,SEND_FULL
4,cam04_wildfire.mp4,cam04,40,45,2108,cam04_frame_1199.jpg,video_pipeline/output/saved_frames/cam04_frame_1199.jpg,0.796871,0.4597210238963443,8.006666666666666,0.8034970857618651,0.8591385665039064,8.014681348014681,12.068735402068736,0.4597210238963443,1.001001001001001,0.3434696406936853,121.65166,322.9175599999999,5.93169762,SEND_METADATA
4,cam04_wildfire.mp4,cam04,41,46,2267,cam04_frame_1358.jpg,video_pipeline/output/saved_frames/cam04_frame_1358.jpg,0.782555,0.4670488080630111,8.106666666666667,0.8067434210526315,0.7869296982421876,8.114781448114782,11.227894561227895,0.4670488080630111,1.001001001001001,0.0914908014388846,121.29107333333332,330.2749866666666,6.07634442,SEND_METADATA
4,cam04_wildfire.mp4,cam04,42,47,2267,cam04_frame_1358.jpg,video_pipeline/output/saved_frames/cam04_frame_1358.jpg,0.782555,0.4600845332164503,8.133333333333333,0.8,0.7869296982421876,8.141474808141474,10.106773440106776,0.4600845332164503,1.001001001001001,-0.0371061649718177,113.58609533333332,309.98295333333334,6.0748259,SEND_METADATA
4,cam04_wildfire.mp4,cam04,43,48,2267,cam04_frame_1358.jpg,video_pipeline/output/saved_frames/cam04_frame_1358.jpg,0.782555,0.4516629169353054,7.773333333333333,0.8361921097770154,0.7869296982421876,7.781114447781115,8.985652318985652,0.4516629169353054,1.001001001001001,-0.3246764254597555,104.52992733333336,279.8852466666667,5.559749933333333,SEND_METADATA
4,cam04_wildfire.mp4,cam04,44,49,2267,cam04_frame_1358.jpg,video_pipeline/output/saved_frames/cam04_frame_1358.jpg,0.782555,0.4486898074247235,7.46,0.872207327971403,0.7869296982421876,7.4674674674674675,8.104771438104772,0.4486898074247235,1.001001001001001,-0.2086129273316523,95.230786,237.19197333333332,4.986766680000001,SEND_METADATA
4,cam04_wildfire.mp4,cam04,45,50,2267,cam04_frame_1358.jpg,video_pipeline/output/saved_frames/cam04_frame_1358.jpg,0.782555,0.427576592579365,6.8,0.8960784313725491,0.7842002338975694,6.806806806806807,7.410744077410745,0.427576592579365,1.001001001001001,-0.4908101407304022,85.84008999999999,191.0342733333333,4.391673053333334,SEND_METADATA
4,cam04_wildfire.mp4,cam04,46,51,2288,cam04_frame_1379.jpg,video_pipeline/output/saved_frames/cam04_frame_1379.jpg,0.718,0.4088955359259259,6.36,0.8794549266247379,0.7481040128038196,6.366366366366367,7.240573907240575,0.4088955359259259,1.001001001001001,-0.2467985397633187,76.75281999999999,157.65027999999998,3.95712256,SEND_METADATA
4,cam04_wildfire.mp4,cam04,47,52,2373,cam04_frame_1464.jpg,video_pipeline/output/saved_frames/cam04_frame_1464.jpg,0.65287,0.4009273791031746,6.133333333333334,0.8902173913043478,0.61944710078125,6.139472806139473,7.140473807140474,0.4009273791031746,1.001001001001001,-0.0029696949840408,75.03824333333333,155.00988,3.67364738,SEND_METADATA
4,cam04_wildfire.mp4,cam04,48,53,2373,cam04_frame_1464.jpg,video_pipeline/output/saved_frames/cam04_frame_1464.jpg,0.65287,0.3926657223941798,5.86,0.8998862343572241,0.61944710078125,5.865865865865866,6.823490156823491,0.3926657223941798,1.001001001001001,-0.2344550747533993,74.65294533333334,157.17144,3.763337746666667,SEND_METADATA
4,cam04_wildfire.mp4,cam04,49,54,2414,cam04_frame_1505.jpg,video_pipeline/output/saved_frames/cam04_frame_1505.jpg,0.594125,0.3903255562936508,5.8933333333333335,0.9230769230769232,0.8122508586154514,5.899232565899233,6.683350016683351,0.3903255562936508,1.001001001001001,0.2023845699955735,79.39705933333333,185.31892666666667,4.41744228,DROP
4,cam04_wildfire.mp4,cam04,50,55,2414,cam04_frame_1505.jpg,video_pipeline/output/saved_frames/cam04_frame_1505.jpg,0.594125,0.3988750599814815,6.32,0.9535864978902954,0.846771617903646,6.326326326326327,6.566566566566567,0.3988750599814815,1.001001001001001,0.972860358698028,89.10340866666665,237.06073333333333,4.593745226666667,DROP
4,cam04_wildfire.mp4,cam04,51,56,2569,cam04_frame_1660.jpg,video_pipeline/output/saved_frames/cam04_frame_1660.jpg,0.627044,0.4081643947539682,6.66,0.967967967967968,0.846771617903646,6.666666666666667,6.516516516516517,0.4081643947539682,1.001001001001001,0.1605353710300431,98.706232,283.6731866666667,4.96844126,DROP
4,cam04_wildfire.mp4,cam04,52,57,2569,cam04_frame_1660.jpg,video_pipeline/output/saved_frames/cam04_frame_1660.jpg,0.627044,0.4101347651402117,6.793333333333333,0.957801766437684,0.846771617903646,6.800133466800133,6.469803136469803,0.4101347651402117,1.001001001001001,0.1395089058351828,108.10360666666666,325.9101933333333,5.389238026666666,DROP
4,cam04_wildfire.mp4,cam04,53,58,2569,cam04_frame_1660.jpg,video_pipeline/output/saved_frames/cam04_frame_1660.jpg,0.627044,0.4132524663888889,7.166666666666667,0.9395348837209302,0.846771617903646,7.173840507173841,6.519853186519853,0.4132524663888889,1.001001001001001,0.3609765260267502,117.65653266666664,375.14043333333336,5.73716424,DROP
4,cam04_wildfire.mp4,cam04,54,59,2667,cam04_frame_1758.jpg,video_pipeline/output/saved_frames/cam04_frame_1758.jpg,0.633543,0.422828233469216,7.433333333333334,0.9174887892376682,0.846771617903646,7.440774107440775,6.670003336670003,0.422828233469216,1.001001001001001,0.1825427574740483,122.46224666666666,401.1940466666666,5.423538533333334,DROP
4,cam04_wildfire.mp4,cam04,55,60,2684,cam04_frame_1775.jpg,video_pipeline/output/saved_frames/cam04_frame_1775.jpg,0.647707,0.4253272538220298,7.82,0.8959931798806479,0.8462154427842882,7.827827827827828,7.077077077077077,0.4253272538220298,1.001001001001001,-0.146476002750504,122.43305333333332,405.6281266666667,5.645195533333334,DROP
